word,level,meaning,field,example_index,situation,ko,current_tl,reason
프레이밍효과,5,フレーミング効果,examples.tl,10,社会紛争,동일한 갈등 상황을 서로 다르게 프레이밍하면 사회적 화해가 더욱 어려워진다.,동일한 갈등 상황을 서로 다르게 프레이밍하면 사회적 화해가 더욱 어려워진다.,same_as_korean
프레이밍효과,5,フレーミング効果,examples.tl,2,政治的コミュニケーション,정치인들은 자신들의 정책을 긍정적으로 인식시키기 위해 프레이밍효과를 적극 활용한다.,정치인들은 자신들의 정책을 긍정적으로 인식시키기 위해 프레이밍효과를 적극 활용한다.,same_as_korean
프레이밍효과,5,フレーミング効果,examples.tl,3,経済ニュース,실업률을 '고용률 하락'으로 표현하느냐 '일자리 감소'로 표현하느냐에 따라 프레이밍효과가 다르게 나타난다.,실업률을 '고용률 하락'으로 표현하느냐 '일자리 감소'로 표현하느냐에 따라 프레이밍효과가 다르게 나타난다.,same_as_korean
프레이밍효과,5,フレーミング効果,examples.tl,4,広告戦略,광고에서 프레이밍효과는 소비자의 구매 결정에 강한 영향을 미친다.,광고에서 프레이밍효과는 소비자의 구매 결정에 강한 영향을 미친다.,same_as_korean
프레이밍효과,5,フレーミング効果,examples.tl,5,医療コミュニケーション,의사가 치료 성공률을 '90% 생존율'로 말하느냐 '10% 사망률'로 말하느냐에 따라 환자의 반응이 달라진다.,의사가 치료 성공률을 '90% 생존율'로 말하느냐 '10% 사망률'로 말하느냐에 따라 환자의 반응이 달라진다.,same_as_korean
프레이밍효과,5,フレーミング効果,examples.tl,6,移民問題,이민자를 '경제적 기여자'로 프레이밍하느냐 '사회적 부담'으로 프레이밍하느냐에 따라 여론이 달라진다.,이민자를 '경제적 기여자'로 프레이밍하느냐 '사회적 부담'으로 프레이밍하느냐에 따라 여론이 달라진다.,same_as_korean
프레이밍효과,5,フレーミング効果,examples.tl,7,クリティカルな受信,프레이밍효과를 인식하고 다양한 시각에서 뉴스를 분석하는 것이 비판적 미디어 소비의 핵심이다.,프레이밍효과를 인식하고 다양한 시각에서 뉴스를 분석하는 것이 비판적 미디어 소비의 핵심이다.,same_as_korean
프레이밍효과,5,フレーミング効果,examples.tl,8,心理的メカニズム,프레이밍효과는 인간의 인지적 한계와 맥락 의존적 판단에 기인한다.,프레이밍효과는 인간의 인지적 한계와 맥락 의존적 판단에 기인한다.,same_as_korean
프레이밍효과,5,フレーミング効果,examples.tl,9,メディアの説明責任,언론은 프레이밍효과를 인식하고 의도치 않은 편향이 생기지 않도록 주의해야 한다.,언론은 프레이밍효과를 인식하고 의도치 않은 편향이 생기지 않도록 주의해야 한다.,same_as_korean
플랫폼,5,プラットフォーム,example_tl,,デジタル経済講義,플랫폼 기업은 공급자와 수요자를 연결하는 중개 역할로 막대한 네트워크 효과를 창출하며 시장을 지배한다.,플랫폼 기업은 공급자와 수요자를 연결하는 중개 역할로 막대한 네트워크 효과를 창출하며 시장을 지배한다.,same_as_korean
플랫폼,5,プラットフォーム,examples.tl,1,デジタル経済講義,플랫폼 기업은 공급자와 수요자를 연결하는 중개 역할로 막대한 네트워크 효과를 창출하며 시장을 지배한다.,플랫폼 기업은 공급자와 수요자를 연결하는 중개 역할로 막대한 네트워크 효과를 창출하며 시장을 지배한다.,same_as_korean
플랫폼,5,プラットフォーム,examples.tl,10,ソーシャルプラットフォームの議論,소셜 미디어 플랫폼의 콘텐츠 조정 정책은 표현의 자유와 유해 정보 차단 사이의 균형을 찾는 어려운 과제를 안고 있다.,소셜 미디어 플랫폼의 콘텐츠 조정 정책은 표현의 자유와 유해 정보 차단 사이의 균형을 찾는 어려운 과제를 안고 있다.,same_as_korean
플랫폼,5,プラットフォーム,examples.tl,2,技術規制の議論,소수의 대형 플랫폼 기업이 디지털 경제를 독점하는 현상에 대응하기 위한 플랫폼 규제 법안들이 전 세계적으로 추진되고 있다.,소수의 대형 플랫폼 기업이 디지털 경제를 독점하는 현상에 대응하기 위한 플랫폼 규제 법안들이 전 세계적으로 추진되고 있다.,same_as_korean
플랫폼,5,プラットフォーム,examples.tl,3,スタートアップエコシステム分析,오픈 플랫폼 전략은 외부 개발자들이 앱과 서비스를 구축할 수 있게 함으로써 혁신의 속도를 가속화한다.,오픈 플랫폼 전략은 외부 개발자들이 앱과 서비스를 구축할 수 있게 함으로써 혁신의 속도를 가속화한다.,same_as_korean
플랫폼,5,プラットフォーム,examples.tl,4,メディアコンテンツ業界レポート,동영상 스트리밍 플랫폼의 글로벌 경쟁이 심화되면서 오리지널 콘텐츠 제작에 막대한 자금이 투입되고 있다.,동영상 스트리밍 플랫폼의 글로벌 경쟁이 심화되면서 오리지널 콘텐츠 제작에 막대한 자금이 투입되고 있다.,same_as_korean
플랫폼,5,プラットフォーム,examples.tl,5,ヘルスケアイノベーション講演会,"디지털 헬스케어 플랫폼은 환자, 의사, 보험사를 연결하여 의료 서비스의 접근성과 효율성을 동시에 높이고 있다.","디지털 헬스케어 플랫폼은 환자, 의사, 보험사를 연결하여 의료 서비스의 접근성과 효율성을 동시에 높이고 있다.",same_as_korean
플랫폼,5,プラットフォーム,examples.tl,6,ものづくりイノベーションフォーラム,산업 IoT 플랫폼은 다양한 기기와 시스템 간의 데이터 호환성을 확보하여 스마트 팩토리의 핵심 인프라로 자리 잡고 있다.,산업 IoT 플랫폼은 다양한 기기와 시스템 간의 데이터 호환성을 확보하여 스마트 팩토리의 핵심 인프라로 자리 잡고 있다.,same_as_korean
플랫폼,5,プラットフォーム,examples.tl,7,教育工学セミナー,글로벌 교육 플랫폼은 최고 수준의 강의를 전 세계 어디서나 들을 수 있게 함으로써 교육의 민주화에 기여하고 있다.,글로벌 교육 플랫폼은 최고 수준의 강의를 전 세계 어디서나 들을 수 있게 함으로써 교육의 민주화에 기여하고 있다.,same_as_korean
플랫폼,5,プラットフォーム,examples.tl,8,金融テクノロジー分析,오픈뱅킹 플랫폼은 금융 데이터를 개방하여 핀테크 기업들이 혁신적인 금융 서비스를 개발할 수 있는 생태계를 조성했다.,오픈뱅킹 플랫폼은 금융 데이터를 개방하여 핀테크 기업들이 혁신적인 금융 서비스를 개발할 수 있는 생태계를 조성했다.,same_as_korean
플랫폼,5,プラットフォーム,examples.tl,9,データプラットフォーム講座,"데이터 플랫폼은 다양한 소스에서 수집된 데이터를 통합, 처리, 분석하여 비즈니스 인사이트를 도출하는 핵심 인프라다.","데이터 플랫폼은 다양한 소스에서 수집된 데이터를 통합, 처리, 분석하여 비즈니스 인사이트를 도출하는 핵심 인프라다.",same_as_korean
플랫폼독점,5,プラットフォームの独占,example_tl,,市場構造,소수의 거대 플랫폼이 디지털 시장을 장악하는 플랫폼독점 현상이 심화되고 있다.,소수의 거대 플랫폼이 디지털 시장을 장악하는 플랫폼독점 현상이 심화되고 있다.,same_as_korean
플랫폼독점,5,プラットフォームの独占,examples.tl,1,市場構造,소수의 거대 플랫폼이 디지털 시장을 장악하는 플랫폼독점 현상이 심화되고 있다.,소수의 거대 플랫폼이 디지털 시장을 장악하는 플랫폼독점 현상이 심화되고 있다.,same_as_korean
플랫폼독점,5,プラットフォームの独占,examples.tl,10,民主主義への脅威,플랫폼독점 기업들이 정보 흐름을 통제함으로써 민주주의적 담론에 영향을 미칠 수 있다는 우려가 있다.,플랫폼독점 기업들이 정보 흐름을 통제함으로써 민주주의적 담론에 영향을 미칠 수 있다는 우려가 있다.,same_as_korean
플랫폼독점,5,プラットフォームの独占,examples.tl,2,規制に関する議論,각국 정부가 플랫폼독점에 대응하기 위해 반독점법 적용 방안을 검토하고 있다.,각국 정부가 플랫폼독점에 대응하기 위해 반독점법 적용 방안을 검토하고 있다.,same_as_korean
플랫폼독점,5,プラットフォームの独占,examples.tl,3,中小企業被害,플랫폼독점 기업들이 자사 서비스를 우선시함으로써 중소기업들이 피해를 입고 있다.,플랫폼독점 기업들이 자사 서비스를 우선시함으로써 중소기업들이 피해를 입고 있다.,same_as_korean
플랫폼독점,5,プラットフォームの独占,examples.tl,4,データの集中,플랫폼독점의 핵심은 방대한 데이터의 집중으로 이를 통해 경쟁 우위를 유지한다는 점이다.,플랫폼독점의 핵심은 방대한 데이터의 집중으로 이를 통해 경쟁 우위를 유지한다는 점이다.,same_as_korean
플랫폼독점,5,プラットフォームの独占,examples.tl,5,消費者被害,플랫폼독점 환경에서는 소비자들이 대안적 서비스를 선택하기 어려워진다.,플랫폼독점 환경에서는 소비자들이 대안적 서비스를 선택하기 어려워진다.,same_as_korean
플랫폼독점,5,プラットフォームの独占,examples.tl,6,イノベーションの阻害,플랫폼독점은 신규 진입자의 시장 참여를 막아 혁신을 저해할 수 있다.,플랫폼독점은 신규 진입자의 시장 참여를 막아 혁신을 저해할 수 있다.,same_as_korean
플랫폼독점,5,プラットフォームの独占,examples.tl,7,EUの規制,유럽연합의 디지털시장법은 플랫폼독점을 규제하기 위한 대표적인 입법 사례다.,유럽연합의 디지털시장법은 플랫폼독점을 규제하기 위한 대표적인 입법 사례다.,same_as_korean
플랫폼독점,5,プラットフォームの独占,examples.tl,8,ネットワーク効果,플랫폼독점은 네트워크 효과로 인해 한번 형성되면 깨뜨리기 매우 어렵다.,플랫폼독점은 네트워크 효과로 인해 한번 형성되면 깨뜨리기 매우 어렵다.,same_as_korean
플랫폼독점,5,プラットフォームの独占,examples.tl,9,合併と買収,플랫폼독점 기업들이 잠재적 경쟁자를 조기에 인수합병하는 행태도 문제가 되고 있다.,플랫폼독점 기업들이 잠재적 경쟁자를 조기에 인수합병하는 행태도 문제가 되고 있다.,same_as_korean
피고,5,被告（法的手続きで訴えられたり告発されたりする当事者）,example_tl,,被告の役割,피고는 법원에서 원고의 주장에 반박할 권리가 있다.,피고는 법원에서 원고의 주장에 반박할 권리가 있다.,same_as_korean
피고,5,被告（法的手続きで訴えられたり告発されたりする当事者）,examples.tl,1,被告の役割,피고는 법원에서 원고의 주장에 반박할 권리가 있다.,피고는 법원에서 원고의 주장에 반박할 권리가 있다.,same_as_korean
피고,5,被告（法的手続きで訴えられたり告発されたりする当事者）,examples.tl,10,被告の弁護側弁論,피고는 소멸시효 완성을 이유로 항변할 수 있다.,피고는 소멸시효 완성을 이유로 항변할 수 있다.,same_as_korean
피고,5,被告（法的手続きで訴えられたり告発されたりする当事者）,examples.tl,2,弁護人,피고 측 변호사는 의뢰인이 무죄임을 입증하기 위해 최선을 다했다.,피고 측 변호사는 의뢰인이 무죄임을 입증하기 위해 최선을 다했다.,same_as_korean
피고,5,被告（法的手続きで訴えられたり告発されたりする当事者）,examples.tl,3,被告の出廷,피고는 재판 기일에 반드시 출석해야 한다.,피고는 재판 기일에 반드시 출석해야 한다.,same_as_korean
피고,5,被告（法的手続きで訴えられたり告発されたりする当事者）,examples.tl,4,被告の陳述,피고는 법원에서 자신의 입장을 직접 진술할 권리가 있다.,피고는 법원에서 자신의 입장을 직접 진술할 권리가 있다.,same_as_korean
피고,5,被告（法的手続きで訴えられたり告発されたりする当事者）,examples.tl,5,被告の欠席,피고가 정당한 이유 없이 출석하지 않으면 결석 판결이 내려질 수 있다.,피고가 정당한 이유 없이 출석하지 않으면 결석 판결이 내려질 수 있다.,same_as_korean
피고,5,被告（法的手続きで訴えられたり告発されたりする当事者）,examples.tl,6,共同被告,여러 명이 공모한 사건에서는 공동 피고로 재판을 받기도 한다.,여러 명이 공모한 사건에서는 공동 피고로 재판을 받기도 한다.,same_as_korean
피고,5,被告（法的手続きで訴えられたり告発されたりする当事者）,examples.tl,7,被告の権利,피고는 자신에게 불리한 진술을 거부할 권리가 있다.,피고는 자신에게 불리한 진술을 거부할 권리가 있다.,same_as_korean
피고,5,被告（法的手続きで訴えられたり告発されたりする当事者）,examples.tl,8,被告が勝訴,피고가 승소하면 원고의 청구가 기각된다.,피고가 승소하면 원고의 청구가 기각된다.,same_as_korean
피고,5,被告（法的手続きで訴えられたり告発されたりする当事者）,examples.tl,9,被告敗訴,피고가 패소하면 원고의 청구에 따라 의무를 이행해야 한다.,피고가 패소하면 원고의 청구에 따라 의무를 이행해야 한다.,same_as_korean
피어리뷰,5,査読,example_tl,,書類提出後,피어리뷰는 논문의 질을 보증하는 중요한 과정이다.,피어리뷰는 논문의 질을 보증하는 중요한 과정이다.,same_as_korean
피어리뷰,5,査読,examples.tl,1,書類提出後,피어리뷰는 논문의 질을 보증하는 중요한 과정이다.,피어리뷰는 논문의 질을 보증하는 중요한 과정이다.,same_as_korean
피어리뷰,5,査読,examples.tl,10,学業の進歩,피어리뷰는 학문의 발전과 지식의 정확성을 유지하는 데 기여한다.,피어리뷰는 학문의 발전과 지식의 정확성을 유지하는 데 기여한다.,same_as_korean
피어리뷰,5,査読,examples.tl,2,学術雑誌編集,이 학술지는 이중맹검 피어리뷰 방식을 채택하고 있다.,이 학술지는 이중맹검 피어리뷰 방식을 채택하고 있다.,same_as_korean
피어리뷰,5,査読,examples.tl,3,研究者研修,피어리뷰 과정에서 익명의 심사자들이 논문을 평가한다.,피어리뷰 과정에서 익명의 심사자들이 논문을 평가한다.,same_as_korean
피어리뷰,5,査読,examples.tl,4,論文改訂,피어리뷰 결과 여러 가지 수정 사항이 요청되었다.,피어리뷰 결과 여러 가지 수정 사항이 요청되었다.,same_as_korean
피어리뷰,5,査読,examples.tl,5,学術的信頼性,피어리뷰를 거친 논문은 더 높은 신뢰성을 인정받는다.,피어리뷰를 거친 논문은 더 높은 신뢰성을 인정받는다.,same_as_korean
피어리뷰,5,査読,examples.tl,6,レビュー担当者の役割,경험 있는 연구자로서 피어리뷰 요청을 여러 번 받았다.,경험 있는 연구자로서 피어리뷰 요청을 여러 번 받았다.,same_as_korean
피어리뷰,5,査読,examples.tl,7,出版プロセス,피어리뷰가 완료된 후에야 논문이 학술지에 게재될 수 있다.,피어리뷰가 완료된 후에야 논문이 학술지에 게재될 수 있다.,same_as_korean
피어리뷰,5,査読,examples.tl,8,研究討論,피어리뷰 제도의 한계와 개선 방안에 대한 논의가 활발하다.,피어리뷰 제도의 한계와 개선 방안에 대한 논의가 활발하다.,same_as_korean
피어리뷰,5,査読,examples.tl,9,紙のリジェクト,피어리뷰 심사자의 혹독한 평가로 논문이 거절되었다.,피어리뷰 심사자의 혹독한 평가로 논문이 거절되었다.,same_as_korean
필터버블,5,フィルターバブル,example_tl,,ソーシャルメディア,소셜 미디어 알고리즘이 만들어내는 필터버블은 사용자를 편향된 정보 환경에 가두어 버린다.,소셜 미디어 알고리즘이 만들어내는 필터버블은 사용자를 편향된 정보 환경에 가두어 버린다.,same_as_korean
필터버블,5,フィルターバブル,examples.tl,1,ソーシャルメディア,소셜 미디어 알고리즘이 만들어내는 필터버블은 사용자를 편향된 정보 환경에 가두어 버린다.,소셜 미디어 알고리즘이 만들어내는 필터버블은 사용자를 편향된 정보 환경에 가두어 버린다.,same_as_korean
필터버블,5,フィルターバブル,examples.tl,10,自己認識,자신이 필터버블 안에 있는지를 스스로 인식하기 어렵다는 점이 이 현상의 핵심 문제다.,자신이 필터버블 안에 있는지를 스스로 인식하기 어렵다는 점이 이 현상의 핵심 문제다.,same_as_korean
필터버블,5,フィルターバブル,examples.tl,2,政治的影響,필터버블 현상이 정치적 양극화를 심화시킨다는 연구 결과가 잇따르고 있다.,필터버블 현상이 정치적 양극화를 심화시킨다는 연구 결과가 잇따르고 있다.,same_as_korean
필터버블,5,フィルターバブル,examples.tl,3,パーソナライゼーションのマイナス面,지나친 개인화는 필터버블을 만들어 다양한 시각과의 접촉을 차단한다.,지나친 개인화는 필터버블을 만들어 다양한 시각과의 접촉을 차단한다.,same_as_korean
필터버블,5,フィルターバブル,examples.tl,4,知覚の歪み,필터버블 속에서 사람들은 세상이 자신의 생각과 일치한다고 착각하기 쉽다.,필터버블 속에서 사람들은 세상이 자신의 생각과 일치한다고 착각하기 쉽다.,same_as_korean
필터버블,5,フィルターバブル,examples.tl,5,メディア教育,학생들에게 필터버블의 개념을 가르치는 것이 디지털 시민 교육의 중요한 부분이 되었다.,학생들에게 필터버블의 개념을 가르치는 것이 디지털 시민 교육의 중요한 부분이 되었다.,same_as_korean
필터버블,5,フィルターバブル,examples.tl,6,ニュース消費,자신과 다른 성향의 뉴스를 의식적으로 접하는 것이 필터버블을 극복하는 방법이다.,자신과 다른 성향의 뉴스를 의식적으로 접하는 것이 필터버블을 극복하는 방법이다.,same_as_korean
필터버블,5,フィルターバブル,examples.tl,7,プラットフォームの説明責任,필터버블 문제를 해결하기 위해 플랫폼 기업들이 책임을 다해야 한다는 목소리가 높다.,필터버블 문제를 해결하기 위해 플랫폼 기업들이 책임을 다해야 한다는 목소리가 높다.,same_as_korean
필터버블,5,フィルターバブル,examples.tl,8,社会的統合,필터버블의 심화는 공통의 사실에 기반한 사회적 대화를 어렵게 만든다.,필터버블의 심화는 공통의 사실에 기반한 사회적 대화를 어렵게 만든다.,same_as_korean
필터버블,5,フィルターバブル,examples.tl,9,選挙への影響,선거 기간 중 필터버블이 유권자의 판단에 미치는 영향이 우려의 대상이 되고 있다.,선거 기간 중 필터버블이 유권자의 판단에 미치는 영향이 우려의 대상이 되고 있다.,same_as_korean
학술대회,5,学術会議,example_tl,,プレゼンテーションの準備,국제 학술대회에서 발표하기 위해 논문 초록을 제출했다.,국제 학술대회에서 발표하기 위해 논문 초록을 제출했다.,same_as_korean
학술대회,5,学術会議,examples.tl,1,プレゼンテーションの準備,국제 학술대회에서 발표하기 위해 논문 초록을 제출했다.,국제 학술대회에서 발표하기 위해 논문 초록을 제출했다.,same_as_korean
학술대회,5,学術会議,examples.tl,10,研究者の育成,학술대회 참가는 연구자의 학문적 성장에 큰 도움이 된다.,학술대회 참가는 연구자의 학문적 성장에 큰 도움이 된다.,same_as_korean
학술대회,5,学術会議,examples.tl,2,研究ネットワーク,학술대회는 전 세계 연구자들이 교류하는 중요한 장이다.,학술대회는 전 세계 연구자들이 교류하는 중요한 장이다.,same_as_korean
학술대회,5,学術会議,examples.tl,3,研究発表,이번 학술대회에는 30개국에서 온 연구자들이 참가했다.,이번 학술대회에는 30개국에서 온 연구자들이 참가했다.,same_as_korean
학술대회,5,学術会議,examples.tl,4,競技の準備,학술대회 개최를 위해 조직위원회가 구성되었다.,학술대회 개최를 위해 조직위원회가 구성되었다.,same_as_korean
학술대회,5,学術会議,examples.tl,5,プレゼンテーション後のディスカッション,학술대회의 발표 후 활발한 토론이 이어졌다.,학술대회의 발표 후 활발한 토론이 이어졌다.,same_as_korean
학술대회,5,学術会議,examples.tl,6,論文試験,이 학술대회는 투고된 논문의 30%만 발표를 허가한다.,이 학술대회는 투고된 논문의 30%만 발표를 허가한다.,same_as_korean
학술대회,5,学術会議,examples.tl,7,研究を共有する,학술대회에서 발표된 논문은 논문집으로 출판된다.,학술대회에서 발표된 논문은 논문집으로 출판된다.,same_as_korean
학술대회,5,学術会議,examples.tl,8,研究動向,학술대회에 참가하면 해당 분야의 최신 트렌드를 파악할 수 있다.,학술대회에 참가하면 해당 분야의 최신 트렌드를 파악할 수 있다.,same_as_korean
학술대회,5,学術会議,examples.tl,9,招待講演,세계적으로 저명한 학자가 학술대회의 기조 강연자로 초청되었다.,세계적으로 저명한 학자가 학술대회의 기조 강연자로 초청되었다.,same_as_korean
학술연구,5,学術研究,example_tl,,大学院クラス,이 학술연구는 새로운 이론을 제시하고 있다.,이 학술연구는 새로운 이론을 제시하고 있다.,same_as_korean
학술연구,5,学術研究,examples.tl,1,大学院クラス,이 학술연구는 새로운 이론을 제시하고 있다.,이 학술연구는 새로운 이론을 제시하고 있다.,same_as_korean
학술연구,5,学術研究,examples.tl,10,卒業論文,학술연구의 엄밀성을 유지하는 것이 연구자의 의무이다.,학술연구의 엄밀성을 유지하는 것이 연구자의 의무이다.,same_as_korean
학술연구,5,学術研究,examples.tl,2,研究機関の会議,학술연구를 수행하기 위해 충분한 재원이 필요하다.,학술연구를 수행하기 위해 충분한 재원이 필요하다.,same_as_korean
학술연구,5,学術研究,examples.tl,3,論文試験,그녀의 학술연구는 국제적으로 인정받았다.,그녀의 학술연구는 국제적으로 인정받았다.,same_as_korean
학술연구,5,学術研究,examples.tl,4,学会発表,학술연구의 결과를 동료들과 공유하는 것이 중요하다.,학술연구의 결과를 동료들과 공유하는 것이 중요하다.,same_as_korean
학술연구,5,学術研究,examples.tl,5,図書館,학술연구를 위해 방대한 자료를 수집했다.,학술연구를 위해 방대한 자료를 수집했다.,same_as_korean
학술연구,5,学術研究,examples.tl,6,研究計画書を書く,학술연구의 목적과 범위를 명확히 설정해야 한다.,학술연구의 목적과 범위를 명확히 설정해야 한다.,same_as_korean
학술연구,5,学術研究,examples.tl,7,教授相談,교수님은 학생들에게 학술연구의 방향을 제시해 주었다.,교수님은 학생들에게 학술연구의 방향을 제시해 주었다.,same_as_korean
학술연구,5,学術研究,examples.tl,8,セミナー,학술연구는 사회 발전에 기여하는 중요한 활동이다.,학술연구는 사회 발전에 기여하는 중요한 활동이다.,same_as_korean
학술연구,5,学術研究,examples.tl,9,研究費申請,우리 팀은 학술연구 지원금을 신청했다.,우리 팀은 학술연구 지원금을 신청했다.,same_as_korean
학술지,5,学術雑誌,example_tl,,論文投稿,이 연구 결과를 국제 학술지에 투고할 계획이다.,이 연구 결과를 국제 학술지에 투고할 계획이다.,same_as_korean
학술지,5,学術雑誌,examples.tl,1,論文投稿,이 연구 결과를 국제 학술지에 투고할 계획이다.,이 연구 결과를 국제 학술지에 투고할 계획이다.,same_as_korean
학술지,5,学術雑誌,examples.tl,10,学術情報の共有,학술지는 전 세계 연구자들이 지식을 공유하는 플랫폼 역할을 한다.,학술지는 전 세계 연구자들이 지식을 공유하는 플랫폼 역할을 한다.,same_as_korean
학술지,5,学術雑誌,examples.tl,2,研究者の評価,학술지의 임팩트 팩터가 높을수록 논문의 가치가 높이 평가된다.,학술지의 임팩트 팩터가 높을수록 논문의 가치가 높이 평가된다.,same_as_korean
학술지,5,学術雑誌,examples.tl,3,図書館の利用,대학 도서관에서 다양한 학술지에 접근할 수 있다.,대학 도서관에서 다양한 학술지에 접근할 수 있다.,same_as_korean
학술지,5,学術雑誌,examples.tl,4,オープンアクセスのディスカッション,오픈 액세스 학술지는 논문을 무료로 읽을 수 있게 해 준다.,오픈 액세스 학술지는 논문을 무료로 읽을 수 있게 해 준다.,same_as_korean
학술지,5,学術雑誌,examples.tl,5,研究成果の管理,교수의 연구 성과는 게재된 학술지의 수준으로 평가되기도 한다.,교수의 연구 성과는 게재된 학술지의 수준으로 평가되기도 한다.,same_as_korean
학술지,5,学術雑誌,examples.tl,6,論文検索,이 분야의 주요 학술지를 모두 검토해 최신 연구 동향을 파악했다.,이 분야의 주요 학술지를 모두 검토해 최신 연구 동향을 파악했다.,same_as_korean
학술지,5,学術雑誌,examples.tl,7,論文拒否後,처음 투고한 학술지에서 거절당해 다른 학술지를 찾아야 했다.,처음 투고한 학술지에서 거절당해 다른 학술지를 찾아야 했다.,same_as_korean
학술지,5,学術雑誌,examples.tl,8,レビュープロセス,학술지에 논문이 게재되기까지 수개월이 걸리는 경우가 많다.,학술지에 논문이 게재되기까지 수개월이 걸리는 경우가 많다.,same_as_korean
학술지,5,学術雑誌,examples.tl,9,学術貢献,저명한 학술지에 논문을 게재하는 것은 연구자의 목표 중 하나이다.,저명한 학술지에 논문을 게재하는 것은 연구자의 목표 중 하나이다.,same_as_korean
학회,5,学会;学んだ社会,example_tl,,研究者活動,그는 한국사회학 학회의 정회원으로 활동하고 있다.,그는 한국사회학 학회의 정회원으로 활동하고 있다.,same_as_korean
학회,5,学会;学んだ社会,examples.tl,1,研究者活動,그는 한국사회학 학회의 정회원으로 활동하고 있다.,그는 한국사회학 학회의 정회원으로 활동하고 있다.,same_as_korean
학회,5,学会;学んだ社会,examples.tl,10,国際交流,국제 학회 간의 교류는 학문의 세계화를 촉진한다.,국제 학회 간의 교류는 학문의 세계화를 촉진한다.,same_as_korean
학회,5,学会;学んだ社会,examples.tl,2,学術ネットワーク,학회 활동을 통해 다양한 연구자들과 교류할 수 있다.,학회 활동을 통해 다양한 연구자들과 교류할 수 있다.,same_as_korean
학회,5,学会;学んだ社会,examples.tl,3,学会発表,이번 학회에서 최신 연구 동향을 파악할 수 있었다.,이번 학회에서 최신 연구 동향을 파악할 수 있었다.,same_as_korean
학회,5,学会;学んだ社会,examples.tl,4,会員登録,학회에 가입하면 학술지를 구독하고 대회에 참가할 수 있다.,학회에 가입하면 학술지를 구독하고 대회에 참가할 수 있다.,same_as_korean
학회,5,学会;学んだ社会,examples.tl,5,学会出版物,이 학회는 매년 두 권의 학술지를 발행한다.,이 학회는 매년 두 권의 학술지를 발행한다.,same_as_korean
학회,5,学会;学んだ社会,examples.tl,6,分科会,학회 내 여러 분과에서 전문적인 연구 활동이 이루어진다.,학회 내 여러 분과에서 전문적인 연구 활동이 이루어진다.,same_as_korean
학회,5,学会;学んだ社会,examples.tl,7,研究貢献,학회는 해당 분야의 학문 발전을 선도하는 역할을 한다.,학회는 해당 분야의 학문 발전을 선도하는 역할을 한다.,same_as_korean
학회,5,学会;学んだ社会,examples.tl,8,学会役員,그녀는 이번에 학회 회장으로 선출되었다.,그녀는 이번에 학회 회장으로 선출되었다.,same_as_korean
학회,5,学会;学んだ社会,examples.tl,9,研究倫理,학회는 회원들의 연구 윤리를 관리하는 역할도 한다.,학회는 회원들의 연구 윤리를 관리하는 역할도 한다.,same_as_korean
합병인수,5,合併と買収。 M&A,example_tl,,経済新聞記事,두 기업 간의 합병인수가 업계 판도를 바꿀 것으로 예상된다.,두 기업 간의 합병인수가 업계 판도를 바꿀 것으로 예상된다.,same_as_korean
합병인수,5,合併と買収。 M&A,examples.tl,1,経済新聞記事,두 기업 간의 합병인수가 업계 판도를 바꿀 것으로 예상된다.,두 기업 간의 합병인수가 업계 판도를 바꿀 것으로 예상된다.,same_as_korean
합병인수,5,合併と買収。 M&A,examples.tl,10,経営戦略会議,합병인수 전략을 선택할 때는 내부 성장과의 비용 효과를 비교해야 한다.,합병인수 전략을 선택할 때는 내부 성장과의 비용 효과를 비교해야 한다.,same_as_korean
합병인수,5,合併と買収。 M&A,examples.tl,2,投資銀行のプレゼンテーション,합병인수는 빠른 시장 진입과 규모의 경제를 달성하는 효과적인 수단이다.,합병인수는 빠른 시장 진입과 규모의 경제를 달성하는 효과적인 수단이다.,same_as_korean
합병인수,5,合併と買収。 M&A,examples.tl,3,法律相談会,합병인수 과정에서 실사(due diligence)는 반드시 거쳐야 할 절차이다.,합병인수 과정에서 실사(due diligence)는 반드시 거쳐야 할 절차이다.,same_as_korean
합병인수,5,合併と買収。 M&A,examples.tl,4,株主レター,이번 합병인수는 주주들에게 상당한 가치를 가져다 줄 것으로 기대됩니다.,이번 합병인수는 주주들에게 상당한 가치를 가져다 줄 것으로 기대됩니다.,same_as_korean
합병인수,5,合併と買収。 M&A,examples.tl,5,経営管理のケーススタディ,성공적인 합병인수를 위해서는 문화적 통합이 무엇보다 중요하다.,성공적인 합병인수를 위해서는 문화적 통합이 무엇보다 중요하다.,same_as_korean
합병인수,5,合併と買収。 M&A,examples.tl,6,世界市場への参入戦略,해외 기업의 합병인수를 통해 글로벌 시장에 빠르게 진출했다.,해외 기업의 합병인수를 통해 글로벌 시장에 빠르게 진출했다.,same_as_korean
합병인수,5,合併と買収。 M&A,examples.tl,7,財務チーム分析レポート,합병인수 후 시너지 효과가 당초 예상보다 크게 나타났다.,합병인수 후 시너지 효과가 당초 예상보다 크게 나타났다.,same_as_korean
합병인수,5,合併と買収。 M&A,examples.tl,8,競争法の専門家によるプレゼンテーション,일정 규모 이상의 합병인수는 공정거래위원회의 심사를 받아야 한다.,일정 규모 이상의 합병인수는 공정거래위원회의 심사를 받아야 한다.,same_as_korean
