level,word,meaning,field,example_index,situation,ko,current_tl,proposed_tl,reason,issue_count_for_word
3,수수료,手数料;手数料;サービス料,examples.tl,2,カード決済,소상공인은 카드 수수료가 부담이 된다.,소상공인은 카드 수수료가 부담이 된다.,,same_as_korean,11
3,수수료,手数料;手数料;サービス料,examples.tl,3,不動産取引,집을 살 때 부동산 중개 수수료를 내야 한다.,집을 살 때 부동산 중개 수수료를 내야 한다.,,same_as_korean,11
3,수수료,手数料;手数料;サービス料,examples.tl,4,外貨両替,은행에서 환전할 때 환전 수수료를 낸다.,은행에서 환전할 때 환전 수수료를 낸다.,,same_as_korean,11
3,수수료,手数料;手数料;サービス料,examples.tl,5,配信アプリ,배달 앱을 이용하면 플랫폼 수수료가 붙는다.,배달 앱을 이용하면 플랫폼 수수료가 붙는다.,,same_as_korean,11
3,수수료,手数料;手数料;サービス料,examples.tl,6,投資する,주식을 사고팔 때 증권사에 수수료를 낸다.,주식을 사고팔 때 증권사에 수수료를 낸다.,,same_as_korean,11
3,수수료,手数料;手数料;サービス料,examples.tl,7,ATM現金引き出し,다른 은행 ATM에서 출금하면 수수료가 부과된다.,다른 은행 ATM에서 출금하면 수수료가 부과된다.,,same_as_korean,11
3,수수료,手数料;手数料;サービス料,examples.tl,8,料金免除,특정 조건을 충족하면 수수료를 면제받을 수 있다.,특정 조건을 충족하면 수수료를 면제받을 수 있다.,,same_as_korean,11
3,수수료,手数料;手数料;サービス料,examples.tl,9,オンラインマーケットプレイス,오픈마켓에서 판매하면 플랫폼에 수수료를 내야 한다.,오픈마켓에서 판매하면 플랫폼에 수수료를 내야 한다.,,same_as_korean,11
3,수술,手術;身体の切開を伴う医療手術,example_tl,,病院を選ぶ,의사가 암 치료를 위해 수술이 필요하다고 했습니다.,의사가 암 치료를 위해 수술이 필요하다고 했습니다.,,same_as_korean,11
3,수술,手術;身体の切開を伴う医療手術,examples.tl,1,病院を選ぶ,의사가 암 치료를 위해 수술이 필요하다고 했습니다.,의사가 암 치료를 위해 수술이 필요하다고 했습니다.,,same_as_korean,11
3,수술,手術;身体の切開を伴う医療手術,examples.tl,10,圧迫感,처음 수술을 받는다는 생각에 많이 긴장했습니다.,처음 수술을 받는다는 생각에 많이 긴장했습니다.,,same_as_korean,11
3,수술,手術;身体の切開を伴う医療手術,examples.tl,2,手術前の準備,수술 전날 밤부터 금식을 해야 했습니다.,수술 전날 밤부터 금식을 해야 했습니다.,,same_as_korean,11
3,수술,手術;身体の切開を伴う医療手術,examples.tl,3,手術結果,수술이 성공적으로 끝났다는 소식을 들었습니다.,수술이 성공적으로 끝났다는 소식을 들었습니다.,,same_as_korean,11
3,수술,手術;身体の切開を伴う医療手術,examples.tl,4,回復期間,수술 후 완전히 회복하는 데 한 달이 걸렸습니다.,수술 후 완전히 회복하는 데 한 달이 걸렸습니다.,,same_as_korean,11
3,수술,手術;身体の切開を伴う医療手術,examples.tl,5,緊急手術,교통사고로 응급 수술을 받아야 했습니다.,교통사고로 응급 수술을 받아야 했습니다.,,same_as_korean,11
3,수술,手術;身体の切開を伴う医療手術,examples.tl,6,手術の同意,수술 전에 환자나 보호자가 동의서에 서명해야 합니다.,수술 전에 환자나 보호자가 동의서에 서명해야 합니다.,,same_as_korean,11
3,수술,手術;身体の切開を伴う医療手術,examples.tl,7,低侵襲,요즘은 복강경 수술과 같은 최소 침습 수술이 많습니다.,요즘은 복강경 수술과 같은 최소 침습 수술이 많습니다.,,same_as_korean,11
3,수술,手術;身体の切開を伴う医療手術,examples.tl,8,手術後の痛み,수술 후 통증을 줄이기 위해 진통제를 처방받았습니다.,수술 후 통증을 줄이기 위해 진통제를 처방받았습니다.,,same_as_korean,11
3,수술,手術;身体の切開を伴う医療手術,examples.tl,9,リハビリテーションのプロセス,수술 후 물리 치료를 통해 빨리 회복할 수 있었습니다.,수술 후 물리 치료를 통해 빨리 회복할 수 있었습니다.,,same_as_korean,11
3,수하물,荷物;手荷物;旅行時に持ち歩くアイテム,example_tl,,空港チェックイン手続き,수하물 무게가 초과되어 추가 요금을 냈어요.,수하물 무게가 초과되어 추가 요금을 냈어요.,,same_as_korean,11
3,수하물,荷物;手荷物;旅行時に持ち歩くアイテム,examples.tl,1,空港チェックイン手続き,수하물 무게가 초과되어 추가 요금을 냈어요.,수하물 무게가 초과되어 추가 요금을 냈어요.,,same_as_korean,11
3,수하물,荷物;手荷物;旅行時に持ち歩くアイテム,examples.tl,10,旅行経験,수하물이 다른 도시로 가버려서 하루 동안 옷을 사야 했어요.,수하물이 다른 도시로 가버려서 하루 동안 옷을 사야 했어요.,,same_as_korean,11
3,수하물,荷物;手荷物;旅行時に持ち歩くアイテム,examples.tl,2,空港に到着する,수하물 찾는 곳에서 짐이 나오기를 기다리고 있어요.,수하물 찾는 곳에서 짐이 나오기를 기다리고 있어요.,,same_as_korean,11
3,수하물,荷物;手荷物;旅行時に持ち歩くアイテム,examples.tl,3,航空券の購入,저가 항공은 수하물 요금이 따로 부과되는 경우가 많아요.,저가 항공은 수하물 요금이 따로 부과되는 경우가 많아요.,,same_as_korean,11
3,수하물,荷物;手荷物;旅行時に持ち歩くアイテム,examples.tl,4,紛失物を届ける,수하물이 분실됐을 때는 즉시 항공사에 신고해야 해요.,수하물이 분실됐을 때는 즉시 항공사에 신고해야 해요.,,same_as_korean,11
3,수하물,荷物;手荷物;旅行時に持ち歩くアイテム,examples.tl,5,旅行の準備,수하물 허용량을 초과하지 않도록 짐을 줄였어요.,수하물 허용량을 초과하지 않도록 짐을 줄였어요.,,same_as_korean,11
3,수하물,荷物;手荷物;旅行時に持ち歩くアイテム,examples.tl,6,機内持ち込み手荷物,액체류는 기내 수하물로 반입할 수 없어요.,액체류는 기내 수하물로 반입할 수 없어요.,,same_as_korean,11
3,수하물,荷物;手荷物;旅行時に持ち歩くアイテム,examples.tl,7,旅行のヒント,수하물에 이름표를 달아두면 분실 시 찾기 쉬워요.,수하물에 이름표를 달아두면 분실 시 찾기 쉬워요.,,same_as_korean,11
3,수하물,荷物;手荷物;旅行時に持ち歩くアイテム,examples.tl,8,ホテルサービス,체크인 전에 호텔에 수하물을 맡길 수 있어요.,체크인 전에 호텔에 수하물을 맡길 수 있어요.,,same_as_korean,11
3,수하물,荷物;手荷物;旅行時に持ち歩くアイテム,examples.tl,9,保険に加入する,여행 보험에 수하물 분실 보상이 포함돼 있어요.,여행 보험에 수하물 분실 보상이 포함돼 있어요.,,same_as_korean,11
3,숙박,宿泊施設。旅行中に一泊する,example_tl,,旅行の計画,숙박은 호텔로 할지 게스트하우스로 할지 아직 정하지 못했어요.,숙박은 호텔로 할지 게스트하우스로 할지 아직 정하지 못했어요.,,same_as_korean,11
3,숙박,宿泊施設。旅行中に一泊する,examples.tl,1,旅行の計画,숙박은 호텔로 할지 게스트하우스로 할지 아직 정하지 못했어요.,숙박은 호텔로 할지 게스트하우스로 할지 아직 정하지 못했어요.,,same_as_korean,11
3,숙박,宿泊施設。旅行中に一泊する,examples.tl,10,不都合を報告する,예약한 숙박 시설이 사진과 달라서 다른 곳으로 변경했어요.,예약한 숙박 시설이 사진과 달라서 다른 곳으로 변경했어요.,,same_as_korean,11
3,숙박,宿泊施設。旅行中に一泊する,examples.tl,2,予約,여행 날짜를 정한 후 바로 숙박 예약을 했어요.,여행 날짜를 정한 후 바로 숙박 예약을 했어요.,,same_as_korean,11
3,숙박,宿泊施設。旅行中に一泊する,examples.tl,3,旅行レビュー,숙박 시설이 청결하고 친절해서 매우 만족스러웠어요.,숙박 시설이 청결하고 친절해서 매우 만족스러웠어요.,,same_as_korean,11
3,숙박,宿泊施設。旅行中に一泊する,examples.tl,4,旅行会社のご案内,이 패키지에는 항공권과 숙박이 모두 포함돼 있어요.,이 패키지에는 항공권과 숙박이 모두 포함돼 있어요.,,same_as_korean,11
3,숙박,宿泊施設。旅行中に一泊する,examples.tl,5,予算計画,숙박비가 전체 여행 경비의 절반을 차지했어요.,숙박비가 전체 여행 경비의 절반을 차지했어요.,,same_as_korean,11
3,숙박,宿泊施設。旅行中に一泊する,examples.tl,6,旅行アプリ,숙박 예약 앱을 이용하면 다양한 숙소를 비교할 수 있어요.,숙박 예약 앱을 이용하면 다양한 숙소를 비교할 수 있어요.,,same_as_korean,11
3,숙박,宿泊施設。旅行中に一泊する,examples.tl,7,個人旅行,자유 여행을 할 때는 숙박을 미리 예약해 두는 것이 안전해요.,자유 여행을 할 때는 숙박을 미리 예약해 두는 것이 안전해요.,,same_as_korean,11
3,숙박,宿泊施設。旅行中に一泊する,examples.tl,8,文化体験,한옥 숙박을 경험해 보고 싶어서 전통 마을에 예약했어요.,한옥 숙박을 경험해 보고 싶어서 전통 마을에 예약했어요.,,same_as_korean,11
3,숙박,宿泊施設。旅行中に一泊する,examples.tl,9,友達の推薦,그 숙박 시설은 가격 대비 서비스가 정말 좋아요.,그 숙박 시설은 가격 대비 서비스가 정말 좋아요.,,same_as_korean,11
3,스마트폰,スマートフォン。高度なコンピューティング機能を備えた携帯電話,example_tl,,日常生活,스마트폰은 이제 생활 필수품이 되었어요.,스마트폰은 이제 생활 필수품이 되었어요.,,same_as_korean,11
3,스마트폰,スマートフォン。高度なコンピューティング機能を備えた携帯電話,examples.tl,1,日常生活,스마트폰은 이제 생활 필수품이 되었어요.,스마트폰은 이제 생활 필수품이 되었어요.,,same_as_korean,11
3,스마트폰,スマートフォン。高度なコンピューティング機能を備えた携帯電話,examples.tl,10,所持品の紛失,스마트폰을 잃어버려서 매우 당황했어요.,스마트폰을 잃어버려서 매우 당황했어요.,,same_as_korean,11
3,스마트폰,スマートフォン。高度なコンピューティング機能を備えた携帯電話,examples.tl,2,写真を撮る,스마트폰 카메라로 멋진 사진을 찍었어요.,스마트폰 카메라로 멋진 사진을 찍었어요.,,same_as_korean,11
3,스마트폰,スマートフォン。高度なコンピューティング機能を備えた携帯電話,examples.tl,3,道順を調べる,스마트폰 지도 앱으로 길을 찾았어요.,스마트폰 지도 앱으로 길을 찾았어요.,,same_as_korean,11
3,스마트폰,スマートフォン。高度なコンピューティング機能を備えた携帯電話,examples.tl,4,ショッピング,스마트폰으로 온라인 쇼핑을 자주 해요.,스마트폰으로 온라인 쇼핑을 자주 해요.,,same_as_korean,11
3,스마트폰,スマートフォン。高度なコンピューティング機能を備えた携帯電話,examples.tl,5,音楽,스마트폰으로 음악을 들으면서 운동해요.,스마트폰으로 음악을 들으면서 운동해요.,,same_as_korean,11
3,스마트폰,スマートフォン。高度なコンピューティング機能を備えた携帯電話,examples.tl,6,仕事のタスク,출퇴근 중에 스마트폰으로 이메일을 확인해요.,출퇴근 중에 스마트폰으로 이메일을 확인해요.,,same_as_korean,11
3,스마트폰,スマートフォン。高度なコンピューティング機能を備えた携帯電話,examples.tl,7,健康,스마트폰 화면을 너무 오래 보면 눈이 피로해져요.,스마트폰 화면을 너무 오래 보면 눈이 피로해져요.,,same_as_korean,11
3,스마트폰,スマートフォン。高度なコンピューティング機能を備えた携帯電話,examples.tl,8,バッテリー,스마트폰 배터리가 다 돼서 충전했어요.,스마트폰 배터리가 다 돼서 충전했어요.,,same_as_korean,11
3,스마트폰,スマートフォン。高度なコンピューティング機能を備えた携帯電話,examples.tl,9,教育,스마트폰 앱을 활용해 외국어를 공부해요.,스마트폰 앱을 활용해 외국어를 공부해요.,,same_as_korean,11
3,스트레스,ストレス。厳しい状況によって引き起こされる精神的または肉体的な緊張,example_tl,,ワークライフ,과도한 업무로 인해 스트레스가 쌓였습니다.,과도한 업무로 인해 스트레스가 쌓였습니다.,,same_as_korean,11
3,스트레스,ストレス。厳しい状況によって引き起こされる精神的または肉体的な緊張,examples.tl,1,ワークライフ,과도한 업무로 인해 스트레스가 쌓였습니다.,과도한 업무로 인해 스트레스가 쌓였습니다.,,same_as_korean,11
3,스트레스,ストレス。厳しい状況によって引き起こされる精神的または肉体的な緊張,examples.tl,10,会社の福利厚生,회사에서 직원들의 스트레스 해소를 위한 프로그램을 운영합니다.,회사에서 직원들의 스트레스 해소를 위한 프로그램을 운영합니다.,,same_as_korean,11
3,스트레스,ストレス。厳しい状況によって引き起こされる精神的または肉体的な緊張,examples.tl,2,健康への影響,스트레스가 심해지면 두통이나 위장 장애가 생길 수 있습니다.,스트레스가 심해지면 두통이나 위장 장애가 생길 수 있습니다.,,same_as_korean,11
3,스트레스,ストレス。厳しい状況によって引き起こされる精神的または肉体的な緊張,examples.tl,3,ストレスを軽減する方法,스트레스 해소를 위해 운동이나 취미 활동이 도움됩니다.,스트레스 해소를 위해 운동이나 취미 활동이 도움됩니다.,,same_as_korean,11
3,스트레스,ストレス。厳しい状況によって引き起こされる精神的または肉体的な緊張,examples.tl,4,学校生活,시험 기간에는 스트레스가 특히 심합니다.,시험 기간에는 스트레스가 특히 심합니다.,,same_as_korean,11
3,스트레스,ストレス。厳しい状況によって引き起こされる精神的または肉体的な緊張,examples.tl,5,人間関係,대인 관계에서 오는 스트레스가 가장 힘들었습니다.,대인 관계에서 오는 스트레스가 가장 힘들었습니다.,,same_as_korean,11
3,스트레스,ストレス。厳しい状況によって引き起こされる精神的または肉体的な緊張,examples.tl,6,睡眠障害,스트레스 때문에 밤에 잠을 잘 못 잡니다.,스트레스 때문에 밤에 잠을 잘 못 잡니다.,,same_as_korean,11
3,스트레스,ストレス。厳しい状況によって引き起こされる精神的または肉体的な緊張,examples.tl,7,瞑想の利点,명상은 스트레스를 줄이는 데 효과적입니다.,명상은 스트레스를 줄이는 데 효과적입니다.,,same_as_korean,11
3,스트레스,ストレス。厳しい状況によって引き起こされる精神的または肉体的な緊張,examples.tl,8,医師のアドバイス,의사는 스트레스 관리가 건강 유지에 중요하다고 했습니다.,의사는 스트레스 관리가 건강 유지에 중요하다고 했습니다.,,same_as_korean,11
3,스트레스,ストレス。厳しい状況によって引き起こされる精神的または肉体的な緊張,examples.tl,9,食生活の変化,스트레스를 받으면 과식하는 경향이 있습니다.,스트레스를 받으면 과식하는 경향이 있습니다.,,same_as_korean,11
3,습관,習慣、習慣,example_tl,,健康,건강한 습관을 들이면 나중에 병을 예방하는 데 도움이 돼요.,건강한 습관을 들이면 나중에 병을 예방하는 데 도움이 돼요.,,same_as_korean,11
3,습관,習慣、習慣,examples.tl,1,健康,건강한 습관을 들이면 나중에 병을 예방하는 데 도움이 돼요.,건강한 습관을 들이면 나중에 병을 예방하는 데 도움이 돼요.,,same_as_korean,11
3,습관,習慣、習慣,examples.tl,10,日常会話,사람마다 아침에 일어나면 제일 먼저 하는 습관이 다르더라고요.,사람마다 아침에 일어나면 제일 먼저 하는 습관이 다르더라고요.,,same_as_korean,11
3,습관,習慣、習慣,examples.tl,2,読書,매일 30분씩 책을 읽는 습관이 생긴 덕분에 어휘력이 늘었어요.,매일 30분씩 책을 읽는 습관이 생긴 덕분에 어휘력이 늘었어요.,,same_as_korean,11
3,습관,習慣、習慣,examples.tl,3,自己改善,좋은 습관은 하루아침에 만들어지는 것이 아니라 꾸준한 노력이 필요해요.,좋은 습관은 하루아침에 만들어지는 것이 아니라 꾸준한 노력이 필요해요.,,same_as_korean,11
3,습관,習慣、習慣,examples.tl,4,食生活,천천히 씹어 먹는 습관이 소화에 좋다고 알려져 있어요.,천천히 씹어 먹는 습관이 소화에 좋다고 알려져 있어요.,,same_as_korean,11
3,습관,習慣、習慣,examples.tl,5,寝る,잠자리에 들기 전에 스트레칭하는 습관을 들이면 숙면에 도움이 돼요.,잠자리에 들기 전에 스트레칭하는 습관을 들이면 숙면에 도움이 돼요.,,same_as_korean,11
3,습관,習慣、習慣,examples.tl,6,子供の教育,어릴 때 만들어진 습관이 성인이 되어서도 이어지는 경우가 많아요.,어릴 때 만들어진 습관이 성인이 되어서도 이어지는 경우가 많아요.,,same_as_korean,11
3,습관,習慣、習慣,examples.tl,7,経済管理,저축하는 습관을 기르면 나중에 큰 도움이 될 거예요.,저축하는 습관을 기르면 나중에 큰 도움이 될 거예요.,,same_as_korean,11
3,습관,習慣、習慣,examples.tl,8,悪い習慣,나쁜 습관을 고치려면 의지력과 함께 주변의 도움도 필요해요.,나쁜 습관을 고치려면 의지력과 함께 주변의 도움도 필요해요.,,same_as_korean,11
3,습관,習慣、習慣,examples.tl,9,運動,운동 습관을 유지하기 위해서는 즐길 수 있는 운동 종목을 찾는 것이 중요해요.,운동 습관을 유지하기 위해서는 즐길 수 있는 운동 종목을 찾는 것이 중요해요.,,same_as_korean,11
3,습하다,湿気がある、湿っている,example_tl,,夏の天気,한국의 여름은 덥고 습해서 불쾌지수가 높다.,한국의 여름은 덥고 습해서 불쾌지수가 높다.,,same_as_korean,11
3,습하다,湿気がある、湿っている,examples.tl,1,夏の天気,한국의 여름은 덥고 습해서 불쾌지수가 높다.,한국의 여름은 덥고 습해서 불쾌지수가 높다.,,same_as_korean,11
3,습하다,湿気がある、湿っている,examples.tl,10,臭いの問題,습한 날씨가 계속되면 집 안에 곰팡이 냄새가 날 수 있다.,습한 날씨가 계속되면 집 안에 곰팡이 냄새가 날 수 있다.,,same_as_korean,11
3,습하다,湿気がある、湿っている,examples.tl,2,健康への影響,습한 환경에서는 곰팡이가 쉽게 핀다.,습한 환경에서는 곰팡이가 쉽게 핀다.,,same_as_korean,11
3,습하다,湿気がある、湿っている,examples.tl,3,現地の気候,열대 지방은 일 년 내내 습한 기후가 이어진다.,열대 지방은 일 년 내내 습한 기후가 이어진다.,,same_as_korean,11
3,습하다,湿気がある、湿っている,examples.tl,4,衣類のケア,습한 날씨에는 빨래가 잘 마르지 않는다.,습한 날씨에는 빨래가 잘 마르지 않는다.,,same_as_korean,11
3,습하다,湿気がある、湿っている,examples.tl,5,家のメンテナンス,지하실이 너무 습해서 제습기를 놓았다.,지하실이 너무 습해서 제습기를 놓았다.,,same_as_korean,11
3,습하다,湿気がある、湿っている,examples.tl,6,旅行経験,동남아는 생각보다 훨씬 더 습해서 힘들었다.,동남아는 생각보다 훨씬 더 습해서 힘들었다.,,same_as_korean,11
3,습하다,湿気がある、湿っている,examples.tl,7,梅雨,장마철에는 날씨가 매우 습하고 비가 자주 온다.,장마철에는 날씨가 매우 습하고 비가 자주 온다.,,same_as_korean,11
3,습하다,湿気がある、湿っている,examples.tl,8,植物の成長,습한 환경을 좋아하는 식물들이 있다.,습한 환경을 좋아하는 식물들이 있다.,,same_as_korean,11
3,습하다,湿気がある、湿っている,examples.tl,9,食料貯蔵庫,습한 날씨에는 음식이 빨리 상하니 주의해야 한다.,습한 날씨에는 음식이 빨리 상하니 주의해야 한다.,,same_as_korean,11
3,시민,市民;民間人;町民,example_tl,,公民権,모든 시민은 법 앞에 평등한 권리를 가집니다.,모든 시민은 법 앞에 평등한 권리를 가집니다.,,same_as_korean,11
3,시민,市民;民間人;町民,examples.tl,1,公民権,모든 시민은 법 앞에 평등한 권리를 가집니다.,모든 시민은 법 앞에 평등한 권리를 가집니다.,,same_as_korean,11
3,시민,市民;民間人;町民,examples.tl,10,外国人の国籍,일정 기간 거주한 외국인도 시민권을 신청할 수 있습니다.,일정 기간 거주한 외국인도 시민권을 신청할 수 있습니다.,,same_as_korean,11
3,시민,市民;民間人;町民,examples.tl,2,市民参加,민주주의 사회에서 시민의 참여는 매우 중요합니다.,민주주의 사회에서 시민의 참여는 매우 중요합니다.,,same_as_korean,11
3,시민,市民;民間人;町民,examples.tl,3,市民運動,시민들이 모여 환경 보호 운동을 시작했습니다.,시민들이 모여 환경 보호 운동을 시작했습니다.,,same_as_korean,11
3,시민,市民;民間人;町民,examples.tl,4,市民教育,시민 교육을 통해 민주주의의 가치를 배울 수 있습니다.,시민 교육을 통해 민주주의의 가치를 배울 수 있습니다.,,same_as_korean,11
3,시민,市民;民間人;町民,examples.tl,5,市民団体,다양한 시민 단체들이 사회 문제 해결을 위해 활동하고 있어요.,다양한 시민 단체들이 사회 문제 해결을 위해 활동하고 있어요.,,same_as_korean,11
3,시민,市民;民間人;町民,examples.tl,6,市民意識,성숙한 시민 의식은 건강한 사회를 만드는 기반입니다.,성숙한 시민 의식은 건강한 사회를 만드는 기반입니다.,,same_as_korean,11
3,시민,市民;民間人;町民,examples.tl,7,選挙と国民,시민은 선거에 참여하여 자신의 의견을 표현할 수 있습니다.,시민은 선거에 참여하여 자신의 의견을 표현할 수 있습니다.,,same_as_korean,11
3,시민,市民;民間人;町民,examples.tl,8,市民サービス,많은 시민들이 자발적으로 봉사활동에 참여하고 있습니다.,많은 시민들이 자발적으로 봉사활동에 참여하고 있습니다.,,same_as_korean,11
3,시민,市民;民間人;町民,examples.tl,9,公安,시민의 안전을 위해 경찰과 소방관이 노력하고 있습니다.,시민의 안전을 위해 경찰과 소방관이 노력하고 있습니다.,,same_as_korean,11
3,식단,ダイエット、食事計画、メニュー,example_tl,,健康管理,건강을 위해 균형 잡힌 식단을 유지하려고 노력해요.,건강을 위해 균형 잡힌 식단을 유지하려고 노력해요.,,same_as_korean,11
3,식단,ダイエット、食事計画、メニュー,examples.tl,1,健康管理,건강을 위해 균형 잡힌 식단을 유지하려고 노력해요.,건강을 위해 균형 잡힌 식단을 유지하려고 노력해요.,,same_as_korean,11
3,식단,ダイエット、食事計画、メニュー,examples.tl,10,学校給食のメニューを確認する,오늘 학교 식단에 비빔밥이 나온다고 했어요.,오늘 학교 식단에 비빔밥이 나온다고 했어요.,,same_as_korean,11
3,식단,ダイエット、食事計画、メニュー,examples.tl,2,ダイエット計画,다이어트 식단을 짜서 일주일치 식사를 미리 준비했어요.,다이어트 식단을 짜서 일주일치 식사를 미리 준비했어요.,,same_as_korean,11
3,식단,ダイエット、食事計画、メニュー,examples.tl,3,学校給食,학교 급식 식단이 매달 공지돼요.,학교 급식 식단이 매달 공지돼요.,,same_as_korean,11
3,식단,ダイエット、食事計画、メニュー,examples.tl,4,医師の診察,의사가 고혈압 환자에게 저염 식단을 권유했어요.,의사가 고혈압 환자에게 저염 식단을 권유했어요.,,same_as_korean,11
3,식단,ダイエット、食事計画、メニュー,examples.tl,5,菜食主義,채식 식단으로 바꾼 후 건강이 좋아졌어요.,채식 식단으로 바꾼 후 건강이 좋아졌어요.,,same_as_korean,11
3,식단,ダイエット、食事計画、メニュー,examples.tl,6,食事の記録,먹은 것을 기록하는 식단 일지를 써 보기로 했어요.,먹은 것을 기록하는 식단 일지를 써 보기로 했어요.,,same_as_korean,11
3,식단,ダイエット、食事計画、メニュー,examples.tl,7,栄養カウンセリング,영양사가 개인 맞춤 식단을 만들어 주었어요.,영양사가 개인 맞춤 식단을 만들어 주었어요.,,same_as_korean,11
3,식단,ダイエット、食事計画、メニュー,examples.tl,8,両親の健康,부모님 건강을 위해 저지방 식단을 준비했어요.,부모님 건강을 위해 저지방 식단을 준비했어요.,,same_as_korean,11
3,식단,ダイエット、食事計画、メニュー,examples.tl,9,運動と食事,운동과 식단 관리를 함께 해야 효과가 더 좋아요.,운동과 식단 관리를 함께 해야 효과가 더 좋아요.,,same_as_korean,11
3,식욕,食欲,example_tl,,病気の日,감기에 걸려서 식욕이 전혀 없어요.,감기에 걸려서 식욕이 전혀 없어요.,,same_as_korean,11
3,식욕,食欲,examples.tl,1,病気の日,감기에 걸려서 식욕이 전혀 없어요.,감기에 걸려서 식욕이 전혀 없어요.,,same_as_korean,11
3,식욕,食欲,examples.tl,10,食欲を抑える,잠들기 전에는 식욕을 참는 것이 건강에 좋아요.,잠들기 전에는 식욕을 참는 것이 건강에 좋아요.,,same_as_korean,11
3,식욕,食欲,examples.tl,2,天気と食欲,더운 여름에는 식욕이 떨어지기 쉬워요.,더운 여름에는 식욕이 떨어지기 쉬워요.,,same_as_korean,11
3,식욕,食欲,examples.tl,3,食べ物の匂い,맛있는 냄새가 나니까 갑자기 식욕이 생겼어요.,맛있는 냄새가 나니까 갑자기 식욕이 생겼어요.,,same_as_korean,11
3,식욕,食欲,examples.tl,4,食欲を刺激する食べ物,신 김치와 깍두기는 식욕을 돋우는 데 효과적이에요.,신 김치와 깍두기는 식욕을 돋우는 데 효과적이에요.,,same_as_korean,11
3,식욕,食欲,examples.tl,5,健康信号,식욕이 갑자기 줄면 건강에 이상이 있을 수 있어요.,식욕이 갑자기 줄면 건강에 이상이 있을 수 있어요.,,same_as_korean,11
3,식욕,食欲,examples.tl,6,ストレスと食欲,스트레스를 받으면 식욕이 오히려 늘기도 해요.,스트레스를 받으면 식욕이 오히려 늘기도 해요.,,same_as_korean,11
3,식욕,食欲,examples.tl,7,運動後,운동을 하고 나면 식욕이 왕성해져요.,운동을 하고 나면 식욕이 왕성해져요.,,same_as_korean,11
3,식욕,食欲,examples.tl,8,食品の広告,음식 광고를 보면 식욕이 당기는 건 당연해요.,음식 광고를 보면 식욕이 당기는 건 당연해요.,,same_as_korean,11
3,식욕,食欲,examples.tl,9,気分と食欲,기분이 좋을 때는 무엇을 먹어도 맛있고 식욕도 좋아요.,기분이 좋을 때는 무엇을 먹어도 맛있고 식욕도 좋아요.,,same_as_korean,11
3,식재료,食材、調理材料,example_tl,,料理の準備をする,요리하기 전에 필요한 식재료를 미리 손질해 두었어요.,요리하기 전에 필요한 식재료를 미리 손질해 두었어요.,,same_as_korean,11
3,식재료,食材、調理材料,examples.tl,1,料理の準備をする,요리하기 전에 필요한 식재료를 미리 손질해 두었어요.,요리하기 전에 필요한 식재료를 미리 손질해 두었어요.,,same_as_korean,11
3,식재료,食材、調理材料,examples.tl,10,健康的な食事,유기농 식재료를 쓰면 건강에 더 좋다고 해요.,유기농 식재료를 쓰면 건강에 더 좋다고 해요.,,same_as_korean,11
3,식재료,食材、調理材料,examples.tl,2,スーパーマーケットの買い物,이번 주 요리에 필요한 식재료를 한꺼번에 사 왔어요.,이번 주 요리에 필요한 식재료를 한꺼번에 사 왔어요.,,same_as_korean,11
3,식재료,食材、調理材料,examples.tl,3,食材の保管,남은 식재료는 냉장고에 잘 보관해야 상하지 않아요.,남은 식재료는 냉장고에 잘 보관해야 상하지 않아요.,,same_as_korean,11
3,식재료,食材、調理材料,examples.tl,4,料理教室,선생님이 각 식재료의 특성과 손질법을 가르쳐 주었어요.,선생님이 각 식재료의 특성과 손질법을 가르쳐 주었어요.,,same_as_korean,11
3,식재료,食材、調理材料,examples.tl,5,予算管理,신선한 식재료를 싸게 사려면 새벽 시장에 가면 좋아요.,신선한 식재료를 싸게 사려면 새벽 시장에 가면 좋아요.,,same_as_korean,11
3,식재료,食材、調理材料,examples.tl,6,旬の食材を使った,제철 식재료를 사용하면 맛도 좋고 가격도 저렴해요.,제철 식재료를 사용하면 맛도 좋고 가격도 저렴해요.,,same_as_korean,11
3,식재료,食材、調理材料,examples.tl,7,外国産食材の紹介,이 식재료는 동남아시아에서 가져온 것이에요.,이 식재료는 동남아시아에서 가져온 것이에요.,,same_as_korean,11
3,식재료,食材、調理材料,examples.tl,8,レストランを経営している,좋은 식당은 좋은 식재료에서 시작한다고 생각해요.,좋은 식당은 좋은 식재료에서 시작한다고 생각해요.,,same_as_korean,11
3,식재료,食材、調理材料,examples.tl,9,調理実験,평소에 안 쓰던 식재료로 새로운 요리를 만들어 봤어요.,평소에 안 쓰던 식재료로 새로운 요리를 만들어 봤어요.,,same_as_korean,11
3,신선하다,新鮮な（食品）,example_tl,,市場で食料品の買い物,아침 일찍 시장에 가면 신선한 재료를 살 수 있어요.,아침 일찍 시장에 가면 신선한 재료를 살 수 있어요.,,same_as_korean,11
3,신선하다,新鮮な（食品）,examples.tl,1,市場で食料品の買い物,아침 일찍 시장에 가면 신선한 재료를 살 수 있어요.,아침 일찍 시장에 가면 신선한 재료를 살 수 있어요.,,same_as_korean,11
3,신선하다,新鮮な（食品）,examples.tl,10,食べ物を比較する,냉동 생선보다 신선한 생선이 훨씬 맛있어요.,냉동 생선보다 신선한 생선이 훨씬 맛있어요.,,same_as_korean,11
